Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
gry,64.8613034,79.03323849,70.20054937
gsb,7.636126913,0,0
gsb-n,12.02271265,0.104082512,0.0326949
gskt,0,0,0.039402174
gt,2.344208386,5.332465584,5.913173058
gudu,0.231905158,0.991479137,3.710387081
gukh,387.3456087,650.8561234,674.0676036
gus,128.7205084,118.9918554,96.74864168
gw,474.9149912,426.3894605,367.1938024
gwl,99.28663214,114.371645,92.65151594
h,3.597795692,2.430951379,2.591557135
h-cup,1.284801384,0.07511473,0.329381138
haf,4.868374195,4.597993695,5.033129117
hale,0,0,0.077525197
halo,0,0.164713351,0.039402174
ham,3.56926955,1.76030936,2.042829611
hang,448.2316086,485.5944252,500.9880771
hay,52.74560692,68.19820342,64.23973538
hb,1.481057817,0.283279753,0.118206523
hbn,4.015499148,0.283279753,0.156329545
hbs,9.140823158,1.170676379,0.781117768
hd,25.38372859,35.67609555,32.71228478
hdc,643.5688991,507.516358,715.4680863
hdly,4.374609222,6.756950181,8.671108398
hdm,2.165566895,1.017247888,0.771540676
hebe,0.480007094,0.508623944,0.152492089
hec,1.764842701,0,0.114369066
heix,27.05964899,19.032465,17.52478551
hep,81.3418098,80.58251104,76.3048013
heph,387.6035824,369.3035229,573.3719766
her,67.53223778,57.01336345,45.829495
hfw,30.84661029,59.87293724,54.31432181
hgo,0.251947062,0.366984067,0.103512822
hh,0.563429881,0.052041256,0.142914997
hig,528.2226878,944.9396059,1233.145619
hipk,418.6869255,582.097828,759.7377953
hiw,137.7561392,57.28047154,98.60725982
hk,34.05249747,38.65254797,35.06896895
hkb,31.94612383,0.089598621,0.0326949
hng1,15.98869261,17.65110483,13.78509471
hng2,22.84037137,26.26705633,29.8794347
hng3,37.98664909,38.10216013,28.81733452
hoe1,8.270549569,0.803692312,0.150901423
hoe2,4.050762817,0.179197242,0.362076038
hog,0.093642235,0.089598621,0.268140307
hoip,232.0555152,163.232593,158.0035182
holn1,30.52100683,34.87610602,32.32412883
homer,71.54721831,56.51735912,47.6320994
hop,79.46169412,88.69590942,77.77389823
how,45.70420102,49.11467889,61.38953292
hpo,37.84789773,36.9786382,36.44111855
hppy,59.65038271,71.89683537,67.79846296
hrg,304.6816581,459.1104635,426.3278557
hth,343.5212717,76.74606696,172.4465227
htl,3.172175667,1.161583042,1.155203035
hts,387.4522572,249.8253634,236.7645969
htt,99.40643507,250.678957,255.7964048
hubl,0,0,0
hui,1.832521776,0.890091902,0.623635238
hyd,412.0590835,397.4512974,367.1058566
hydra,0.715949907,0.843944953,0.359517733
hyx,110.2384729,115.9857807,103.8727591
iPLA2-VIA,106.11767,181.5623741,180.9332937
iab-4,0.796616748,0,0
iab-8,1.258714141,0,0
ial,134.8539397,100.6113678,73.07696026
iav,2.506914074,1.031731779,2.122786945
icln,138.016481,85.30128844,62.41216079
ico,57.03921742,53.28777873,50.16211121
ics,13.55727238,29.61016558,31.43472625
ida,25.91831528,41.88517665,33.35791873
if,2.877671675,0.685125909,0.453015783
ifc,96.84600214,105.8314885,97.4933582
igl,29.64104767,0.089598621,0.103512822
ihog,36.14550503,52.57098977,45.31140014
ik2,43.12528826,42.39211282,31.78632533
imd,12.90085823,17.19552965,13.82047408
in,1.006109113,1.734036856,1.838488438
inaC,0.129325183,0.231238498,0.303393512
inaD,50.64311045,38.95774296,43.78153029
inaE,95.15258501,190.9954685,145.1403773
inaF-A,0,0,0
inaF-B,0.062428157,0,0
inaF-C,0,0,0
inaF-D,0.062428157,0.193681133,0.141635844
inc,192.9647716,221.7283251,196.5636871
ind,6.364710286,0.945332188,0.077525197
ine,7.502095757,0.927649267,0.511698309
insc,190.118596,277.141055,245.8285675
insv,58.46224751,51.31240254,40.77572922
intr,0,0,0
inv,3.526429796,0.037557365,0
iotaTry,0.158304827,0.052041256,0.156329545
ird1,19.77267209,34.54330378,34.46760926
ird5,14.20440787,34.16183582,35.19064224
isoQC,2.483219571,2.534530137,3.647277961
isopeptidase-T-3,30.41668014,33.06357889,32.89190157
ix,15.89198729,18.38388895,15.57204558
jagn,65.68956255,87.45500511,79.308397
janA,152.1938723,115.933916,95.84722542
janB,0.582484837,0.052041256,0.186466141
jar,96.5010865,55.15468937,72.90426453
jb,0.02993237,0.052041256,0.150901423
jbug,7.24371628,18.2395538,17.77074177
jdp,29.41194505,0.245722388,0.33066029
jeb,54.95536198,0.439403521,0.39605009
jet,14.86008613,33.14897098,33.96704482
jhamt,0.252570806,0,0.070817922
jigr1,519.5184364,1176.861994,1351.027237
jim,153.9985258,7.177486765,8.685641256
jing,267.210752,128.1186224,107.7799722
jnj,92.32894466,138.6506797,139.6618753
jp,3.025133311,0.306353228,0.182317171
jub,71.74878217,72.79738113,65.28961569
jumu,304.443527,212.1137903,171.9960131
jv,1.836401126,1.245791109,2.820614591
jvl,65.06639692,77.51880225,85.12571732
kappaB-Ras,0,0,0
kappaTry,0.062428157,0,0
kar,12.91093174,13.49621744,14.03661385
karr,0.031214078,0,0.115648219
kat-60L1,51.14346903,29.43517488,28.41341479
kat80,43.46088399,30.83809726,30.69216918
kay,63.08273819,77.10904678,102.7556308
kcc,68.5016655,81.13846595,72.73336559
kdn,269.8249199,200.6915161,137.1158629
kek1,43.76252005,58.94644621,104.7495763
kek2,19.10290942,3.211570216,1.111062753
kek3,5.79493987,0,0
kek4,3.357055026,0.268795863,0.457164753
kek5,214.9199932,136.4235103,106.769572
kek6,22.33040058,11.5893814,10.03256181
kel,105.0642865,141.8811169,126.6938832
ken,80.01941168,143.7561134,154.5104567
kermit,10.03307745,7.063303409,6.333771566
key,76.39697781,103.9150554,107.8519866
kibra,18.13298046,34.69723602,33.93888599
kin17,37.6166035,33.64091951,28.61289247
kirre,8.357522286,0.395951849,0.427465838
kis,1413.655488,1170.894627,1123.300335
kkv,1.293149603,1.110045539,1.641166053
kl-2,0,0,0
kl-3,0,0,0
kl-5,0,0,0
klar,642.7405769,934.0224511,890.4818133
klg,32.17488052,1.066593867,0.638202772
klhl10,0.031214078,0.052041256,0.039402174
klu,345.2048421,526.7846766,451.6948884
kn,14.72002043,2.358531926,0.443750204
kni,3.966908815,0,0.038123022
knk,0.810250108,0.254311972,0.733291487
knrl,1.90168746,0,0
ko,8.436317898,10.08018499,8.583635418
koi,255.0758308,384.8345673,373.4833376
koko,41.36573975,49.74947709,48.54554337
kon,11.03018284,0.41043574,0.33480926
kra,1128.356148,455.4487344,431.8542594
kraken,39.70261704,73.2362809,73.53218114
krimp,10.14863239,13.73166248,27.57128481
krz,77.60760128,70.44927729,62.85961576
ksh,17.76590881,15.38637807,16.16812782
ksr,66.63882919,79.80426024,65.70434031
kst,263.7489552,557.5456956,548.2086398
kto,205.2086942,232.4958275,221.8254375
ktub,52.64498558,19.95860301,11.42692154
kug,290.9419718,296.4383592,353.615512
kuk,524.7955492,439.6802339,320.0089322
kune,22.47818831,26.02554048,21.37612624
kuz,182.4229923,60.93932882,103.7352907
kz,81.98812859,74.76147247,77.65174557
l(1)10Bb,60.20070777,47.43608461,42.85209677
l(1)1Bi,128.6954128,76.8626699,65.10622112
l(1)G0004,86.00755106,60.76826896,53.99115997
l(1)G0007,230.6221246,317.8456051,282.1456826
l(1)G0020,144.3850744,101.7035539,106.050592
l(1)G0045,45.5354162,53.91884837,54.19063608
l(1)G0136,17.50555789,21.75007167,30.38768186
l(1)G0148,91.65697317,87.74619418,84.9502818
l(1)G0156,227.9666136,216.7015324,169.9749773
l(1)G0193,52.08062728,71.36581821,71.28385007
l(1)G0196,123.3034942,189.1811029,194.2270329
l(1)G0222,205.1415069,375.16245,391.721865
l(1)G0230,215.7171725,214.3617425,176.1848275
l(1)G0232,109.7765367,107.8711983,88.13945395
l(1)G0255,251.3479206,595.4340245,636.6654444
l(1)G0289,55.43596192,72.42095071,79.47874664
l(1)G0320,265.2667385,265.7714507,239.7473839
l(1)G0334,71.77791881,89.54003088,81.93916236
l(1)G0469,68.66560533,45.70471725,76.14347536
l(1)sc,4.926752762,0.329426702,0.978751666
l(2)01289,4.107065255,34.9894326,45.13556478
l(2)03659,26.22450348,58.4120793,62.81152748
l(2)05714,61.25264048,58.83599142,55.06915714
l(2)06225,155.8788551,115.2085374,113.8302114
l(2)06496,42.84255544,36.93097999,34.48163981
l(2)08717,7.133402349,1.375642372,0.676451961
l(2)09851,108.9857117,106.013734,92.14923574
l(2)34Fc,0.031214078,0.037557365,0
l(2)34Fd,61.69130767,66.27706,62.91737106
l(2)35Bc,16.38898357,12.66675638,11.79857467
l(2)35Bd,32.4987121,22.84613708,18.59977888
l(2)35Be,25.31430237,24.56417878,19.1467549
l(2)35Cc,15.15684598,21.23066662,21.25641352
l(2)35Df,159.6522178,146.3635925,125.2903922
l(2)35Di,60.66141,56.71847159,57.81344931
l(2)37Bb,24.84102087,30.09722731,30.31308488
l(2)37Cb,52.65238309,59.25131396,53.63893865
l(2)37Cc,323.9006021,372.8369674,397.3601396
l(2)37Cd,22.48110501,32.56843133,27.18893391
l(2)37Ce,48.43638452,50.14930824,55.85959106
l(2)37Cg,17.04485392,12.8282707,11.82056478
l(2)41Ab,3.829927601,1.774793251,1.720281915
l(2)SH0834,26.07937562,36.21149575,34.93315642
l(2)dtl,64.71527099,83.32487896,75.80737571
l(2)efl,2.079285929,0.141639877,0.103512822
l(2)gd1,35.66613564,48.68489824,51.66260125
l(2)gl,423.1623783,621.0545159,557.7010225
l(2)k01209,73.53942755,131.8293959,127.4150708
l(2)k05819,86.86963403,130.2124142,108.8891666
l(2)k09022,150.9200912,125.1152429,119.3545444
l(2)k09913,145.5693058,138.548638,111.3312618
l(2)k10201,33.61758352,43.65795489,42.06663609
l(2)k12914,79.14332321,87.33072091,79.4997277
l(2)k14505,53.71330803,73.41497439,70.43129944
l(2)k14710,32.97131177,41.26758339,39.23913748
l(2)not,37.05851686,87.77821026,71.07492095
l(2)tid,118.9092103,101.7284916,78.52314881
l(3)01239,145.454265,154.1298812,152.3944125
l(3)02640,74.70273922,93.28329851,94.59334153
l(3)03670,44.68142925,54.10293242,51.2366828
l(3)04053,43.62451853,65.5568955,53.42178848
l(3)05822,117.6954372,124.3954057,119.167307
l(3)07882,85.58552887,73.85168263,66.49446193
l(3)72Ab,389.1301256,426.4645752,428.9095391
l(3)72Dn,41.99851879,48.56162155,47.8605766
l(3)72Dp,5.513218744,9.486168958,9.72242792
l(3)72Dr,0.899060269,0.777419807,1.387904792
l(3)73Ah,28.95058312,28.4142242,26.04766758
l(3)76BDm,34.82806149,42.18765058,32.93904486
l(3)76BDr,108.2087775,141.7465553,144.2296071
l(3)87Df,15.0491833,11.80293698,14.56003517
l(3)L1231,182.8141187,171.9909123,218.28128
l(3)j2D3,55.89051499,51.35416644,43.07095411
l(3)mbn,0.413110068,1.098256926,1.358205877
l(3)mbt,104.0275384,120.2188053,118.9196751
l(3)neo18,118.6783985,148.3948892,141.212765
l(3)neo38,564.6237612,259.770255,258.7667323
l(3)neo43,8.176951037,9.589243963,10.49446467
l(3)psg2,120.4684516,98.43334205,91.316303
lab,0.193987775,0,0.076246044
laccase2,2.239064994,4.051812386,3.652083057
lace,74.30375226,78.18458325,60.31418477
lack,166.6133163,194.5304204,190.3761964
laf,0.093642235,0,0
lama,101.6588673,18.62741982,23.12668918
lambdaTry,0,0,0
lap,107.3981513,71.56302562,61.61160391
lark,434.6036218,379.3525783,323.2422177
larp,436.1295194,575.8438871,741.5367918
lat,0,0,0
lawc,70.74480597,63.4328011,62.18630186
laza,0.333101192,0.673337295,0.213732919
lbe,0.093642235,0,0
lbk,61.21048316,80.14900183,79.12573443
lbl,0.932974219,0.052041256,0
lbm,2.194251778,0.681926879,0.786234378
lcs,0.153177992,49.28649634,15.06928464
ldbr,23.26802382,35.03542882,31.19418952
ldlCp,55.750561,60.48632396,57.18677689
lds,150.8656905,167.2169977,140.5756826
lea,43.1158835,39.80334991,38.83967823
lectin-21Ca,0,0,0
lectin-21Cb,0,0,0
lectin-22C,0.033448513,0,0
lectin-24A,0.516019025,0.508623944,0.663878884
lectin-24Db,0.258650367,4.846915114,2.880323934
lectin-28C,0.031214078,8.18783284,4.861853536
lectin-29Ca,0,0,0
lectin-30A,0,0,0
lectin-33A,0.814389995,2.44712304,0.52224304
lectin-37Da,0.061146448,0.245722388,0.450145966
lectin-37Db,0,0.193681133,0.110220097
lectin-46Ca,0.162773697,0.15022946,0
lectin-46Cb,1.068106055,0.127155986,0
let-7,0,0,0
let-7-C,1.795693574,4.031937942,4.182843271
levy,160.6686147,170.8841689,134.2753192
lft,2.026543774,20.82174214,35.68796803
lgs,169.4010442,173.7829362,174.6197897
lic,42.16574899,40.0490723,38.4077605
lid,333.2527011,182.0403167,185.2536431
lig,1162.461954,683.9733064,544.675065
lig3,21.68276341,67.57302809,82.65963783
ligatin,64.19455389,124.1080959,144.0731699
lilli,158.5580764,163.1967968,175.7740579
lin,79.19350614,75.11346889,63.67716344
lin-28,4.939545109,34.47997766,61.65182176
lin-52,29.77905006,29.68089727,22.97762918
link,2.457892526,1.577913088,1.538806216
lkb1,39.20459643,39.52934,44.86657282
lmd,0.09587667,0,0
lmgA,0,0,0
lmgB,0,0,0
lms,10.2643708,15.5081435,14.31751258
lobo,1.231639949,1.349873621,1.284955817
loco,98.8686591,112.283093,110.9475979
loh,4.987672459,3.306559391,6.361257577
loj,48.18933552,116.8213126,133.9662444
lok,82.63310828,135.9986165,119.6751678
lola,1640.28626,1597.768884,1381.820295
lolal,244.071216,223.8806812,222.9530242
loopin-1,0.243304083,0.07511473,0.078804349
loqs,120.4491607,119.8056743,109.5719161
lost,962.5511351,1171.511746,1138.359692
lov,9.342274435,0,0
lox,3.591750353,4.231513381,6.241611846
lox2,0,0,0
lqf,74.87937636,67.71247644,70.65908635
lqfR,96.81309901,78.84275639,61.42516306
lsn,25.6210335,27.76985469,25.57983192
lt,107.6292603,163.8305875,156.2010936
ltd,26.99259322,53.00938578,35.70436889
ltl,0.800132892,0.566559507,0.414892761
luna,7.147069496,2.168049823,4.37910495
lush,0.093642235,0.037557365,0.114369066
lute,42.11869142,28.67914077,24.54056333
lva,155.0553388,229.8373404,218.6785986
lwr,528.3203364,451.3924141,379.1863879
lz,0.647147429,0.141639877,0.039402174
m,0.131559618,0.037557365,0
m-cup,43.18479971,58.38850207,53.98377831
mAChR-A,20.68399573,0.104082512,0.156329545
mAChR-B,3.696927968,0,0.148343119
mGluR,14.7962299,0.76024064,1.031383044
mRNA-cap,132.1545609,137.3227214,127.1242752
mRpL1,63.01841204,93.81398843,93.69978295
mRpL10,22.62344973,24.4836735,22.79677651
mRpL11,20.29745774,18.06743488,16.79335372
mRpL12,64.74333011,49.64388332,45.43957035
mRpL13,12.65499116,8.991021398,8.054928841
mRpL14,49.4459179,39.38989165,32.50457772
mRpL15,50.03966722,63.42758705,54.71360382
mRpL16,97.65811138,69.98025151,60.45271437
mRpL17,36.24574791,38.91073924,36.76455908
mRpL18,21.65430484,27.67604953,18.88288973
mRpL19,56.95739498,61.7907309,53.88221824
mRpL2,57.82251944,64.51473563,55.82471557
mRpL20,32.56623287,21.56817916,16.92822232
mRpL21,22.77607199,20.81013004,19.54137438
mRpL22,63.70577069,63.59668345,66.58026164
mRpL23,31.26765922,35.89604918,32.79174525
mRpL24,35.72480651,36.4733898,33.26893955
mRpL27,34.46799782,43.87032645,48.0354618
mRpL28,124.1544232,132.3366851,140.4912288
mRpL3,38.08010914,41.62076383,36.4607357
mRpL30,79.065517,83.85541814,88.82843679
mRpL32,17.50412736,15.05644761,12.03582919
mRpL33,28.04094924,20.79985269,18.51950144
mRpL34,18.32836166,18.7633419,16.63353133
mRpL35,33.02841767,29.99432882,22.86894057
mRpL36,31.13124322,24.76425797,21.84295176
mRpL37,54.89527049,50.96040611,48.52280485
mRpL38,54.9728409,78.70078927,74.56577709
mRpL39,58.56932066,64.60095871,59.6465688
mRpL4,39.91113281,49.2297448,48.04797649
mRpL40,19.83279649,28.58432811,28.0591998
mRpL41,27.60140196,30.78943154,26.6246887
mRpL42,22.91541216,25.25890178,31.46828791
mRpL43,32.33355471,36.63691913,29.93163621
mRpL44,65.69708414,54.88085598,44.62248486
mRpL45,61.70475553,107.0404025,104.952533
mRpL46,43.01439053,61.23545625,53.25327324
mRpL47,41.23573518,34.19266788,28.05030333
mRpL48,20.15336631,21.11429174,18.63549427
mRpL49,44.00449583,59.52449287,57.25224099
mRpL50,27.7513928,28.43190713,25.68334475
mRpL51,26.19486298,28.06391555,25.9380958
mRpL52,18.85025824,16.28775483,16.69857652
mRpL53,0,0,0
mRpL54,32.68778453,37.89837815,38.94714765
mRpL55,19.7743042,15.44431363,11.71371917
mRpL9,37.47860155,40.25371104,40.27987057
mRpS10,20.48655737,13.78488775,15.26515922
mRpS11,32.52694059,48.634041,52.31517137
mRpS14,35.73589874,27.06603835,18.59194312
mRpS16,29.44951819,39.66188654,34.25520607
mRpS17,21.59040244,25.6565414,20.84033388
mRpS18A,28.05736329,32.40709352,26.78298741
mRpS18B,27.39312243,37.29307726,33.21050076
mRpS18C,20.20633276,17.53085066,14.84620977
mRpS2,30.91982557,30.78673627,29.05742418
mRpS21,22.40101576,28.47654281,25.42658204
mRpS22,45.83563568,63.51398664,63.55490051
mRpS23,22.93908437,27.13137948,26.10487779
mRpS24,25.83683217,40.40814704,37.04574325
mRpS25,41.13083995,40.50263246,39.86557476
mRpS26,57.78581331,76.48508124,72.95802905
mRpS28,27.43956862,42.7087434,44.44649568
mRpS29,44.55228466,70.36912503,69.85635646
mRpS30,114.6597406,105.8134783,80.71585038
mRpS31,54.03946925,88.35605463,83.36600743
mRpS33,19.89394338,19.23541598,17.28109275
mRpS34,28.79478274,37.10866598,37.60609992
mRpS35,47.97909489,51.79593799,47.17154296
mRpS5,55.83838334,50.45329343,54.63464099
mRpS6,18.89864323,21.86324752,22.60325769
mRpS7,46.22521042,43.04625594,38.08517971
mRpS9,54.82021777,54.72742749,45.44126189
mTTF,22.88720508,35.07938424,31.66258981
mTerf3,17.30587517,25.53679098,20.65985971
mTerf5,33.55370587,50.81556721,50.92727282
mab-21,35.28260956,6.918968256,0.208304797
mad2,83.80707133,86.27591565,71.75703747
mael,4.572849468,1.763004637,1.136175019
maf-S,33.30234789,42.40778073,48.2092618
mag,0.491406019,0.268795863,0.114369066
mago,215.4735799,168.2694607,141.0476422
magu,6.168816623,13.93612472,29.04936453
mahj,188.5688516,211.7465048,220.029165
mal,17.43588061,42.55261964,46.10223944
mam,158.0890317,65.91256893,74.15061423
mamo,49.75653601,0.453887412,1.716974417
mars,280.892735,429.5904261,383.8707382
mas,68.66776194,50.08950839,30.81806782
mask,750.4336442,515.843897,563.4797916
mats,39.59420813,49.17163273,46.79535269
mav,1.908232459,0.48555047,0.556528605
mbc,100.4342492,123.6919166,108.4892702
mbf1,244.0920318,285.4843313,341.6009938
mbl,235.8215007,94.33618793,181.4565716
mbm,80.43968875,81.9591867,81.36236857
mbo,114.2849037,121.2527286,100.031627
mbt,145.0647728,231.1885745,184.6604956
mdlc,36.23146852,41.68980775,41.3557479
mdy,9.646553854,14.16466794,11.35186237
me31B,365.7260389,328.432399,263.7977065
mei-217,0,0,0
mei-218,3.84375349,6.592740584,5.981432675
mei-38,108.8487948,147.8591618,128.3774722
mei-41,59.2346277,118.8037413,117.6825265
mei-9,52.24056421,99.51124655,99.78683317
mei-P22,0.480336077,0.948027465,0.82894405
mei-P26,282.2797841,88.56701411,175.790324
mei-S332,57.66455597,66.22282722,51.24024421
mei-W68,2.146409707,2.523245277,3.433545042
meigo,12.45591078,13.63836107,14.70375696
melt,17.46575445,121.8066428,145.0930544
mesh,1.567769997,0.887396626,0.408185486
meso18E,1.047803613,0.852534537,0.725431227
metl,36.12497584,38.3409807,37.81303329
metro,13.92627379,3.765837356,3.550657759
mew,4.752626298,3.823772919,3.013224159
mex1,0.351963619,0.5606652,0.480282561
mey,0.092360527,0,0.190615111
mfas,18.17860162,1.89605493,2.0810788
mfr,0.515066299,0,0.038123022
mfrn,97.91725121,144.1899756,150.6580985
mge,146.0636691,114.1896017,101.1813595
mgl,24.93065134,9.453498393,7.405120631
mgr,75.22647237,59.21594812,56.77698276
mi,84.33088819,74.40358174,59.00786968
mia,1.879547576,1.245791109,2.735128258
mib1,70.63815499,164.701158,174.4163296
mib2,97.32456001,122.2955688,120.1623678
mid,7.674407066,0.037557365,0.742245553
mil,0.634137812,1.748520747,3.279647634
milt,225.1942845,306.6999845,329.4499037
mim,305.779201,356.4073189,327.708337
mino,108.1553493,178.9203859,159.5160742
mio,34.92373326,66.97329426,72.58710842
mip120,126.3212716,103.4749716,82.05465053
mip130,109.3915195,102.1370631,86.79945053
mip40,102.0638209,128.003961,121.3502587
miple,151.0609795,62.95634396,63.20461733
miple2,30.58552146,33.75089633,35.78707066
mir-1,0,0,0
mir-10,0,0,0
mir-100,0,0,0
mir-1000,0.190471632,0.291869337,0.207025644
mir-1001,0.458581249,0,0.039402174
mir-1002,0,0,0
mir-1003,0,0,0
mir-1004,0,0,0
mir-1005,0,0,0
mir-1006,0,0,0
mir-1007,0,0,0
mir-1008,0,0,0
mir-1009,0,0,0
mir-1010,0,0,0
mir-1011,0,0,0
mir-1012,0,0,0
mir-1013,0,0,0
mir-1014,0,0,0
mir-1015,0,0,0
mir-1016,0,0,0
mir-1017,0.063380883,0,0.039402174
mir-11,0.149661848,0,0.0326949
mir-12,0,0,0.039402174
mir-124,0.10034554,0,0.141635844
mir-125,0,0,0
mir-133,0,0,0
mir-137,0.031214078,0.052041256,0
mir-13a,0,0,0
mir-13b-1,0.413110068,1.294633335,0.797216789
mir-13b-2,0.154788683,0.127155986,0.148343119
mir-14,0,0,0
mir-184,0,0,0
mir-190,0.09587667,0.037557365,0
mir-193,0,0,0
mir-210,0,0,0
mir-219,0,0,0
mir-2279,0.033448513,0,0.0653898
mir-2280,0,0,0
mir-2281,0,0,0
mir-2282,0,0,0.0326949
mir-2283,0.033448513,0.104082512,0
mir-2489,0,0,0
mir-2490,0.059864739,0.179197242,0.247706971
mir-2491,0,0,0
mir-2492,0,0.156123767,0.110220097
mir-2493,0,0,0
mir-2494,0,0,0
mir-2495,0,0,0
mir-2496,0.033448513,0,0
mir-2497,0,0,0
mir-2498,0,0,0
mir-2499,0,0,0
mir-2500,0,0,0
mir-2501,0,0,0
mir-252,0.031214078,0,0
mir-2535b,0,0,0
mir-263b,0.031214078,0,0
mir-274,0,0,0
mir-275,0,0,0
mir-276a,0,0,0
mir-276b,0,0.052041256,0
mir-277,0,0,0
mir-278,0,0,0
mir-279,0,0,0
mir-280,0,0,0.114369066
mir-281-1,2.068011523,0.48555047,0.285829993
mir-281-2,2.308128446,0.231238498,0.62862568
mir-282,0,0,0
mir-283,0.033448513,0.052041256,0
mir-284,0,0,0
mir-285,0,0,0
mir-286,0,0,0
mir-287,0.062428157,0.089598621,0
mir-288,0,0,0
mir-289,0,0,0
mir-2a-1,0.093313253,0.254311972,0.257284063
mir-2a-2,1.046589914,11.1568797,9.302703985
mir-2b-1,0,0,0
mir-2b-2,0,0.089598621,0.303393512
mir-2c,0.19175334,0,0.070817922
mir-3,0,0,0
mir-303,0,0,0
mir-304,0.093313253,0,0
mir-305,0.093642235,0,0.0326949
mir-306,0,0.052041256,0
mir-307a,0,0,0
mir-307b,0,0,0.039402174
mir-308,0.098111105,0,0
mir-309,0,0,0
mir-310,0,0,0
mir-311,0,0,0
mir-312,0,0,0
mir-313,0,0,0
mir-314,0,0,0
mir-315,0,0,0.141635844
mir-316,0,0,0
mir-317,0,0.104082512,0.142914997
mir-318,0,0,0
mir-31a,0,0,0
mir-31b,0,0,0
mir-33,0.352916345,0.5606652,0.624788223
mir-34,0.066897027,0,0
mir-3641,0,0,0
mir-3642,0,0,0
mir-3643,0,0,0
mir-3644,0,0,0
mir-3645,0,0.089598621,0
mir-375,0,0,0
mir-4,0,0,0
mir-4908,0,0,0
mir-4909,0,0,0
mir-4910,0,0,0
mir-4911,0,0,0
mir-4912,0,0,0
mir-4913,0,0,0
mir-4914,0,0,0
mir-4915,0,0,0
mir-4916,0,0,0
mir-4917,0,0,0
mir-4918,0,0,0
mir-4919,0,0,0
mir-4939,0,0,0
mir-4940,0,0,0
mir-4941,0,0,0
mir-4942,0,0,0
mir-4943,0,0,0.038123022
mir-4944,0.093642235,0.089598621,0.078804349
mir-4945,0,0.104082512,0.104791974
mir-4946,0,0,0
mir-4947,0,0,0
mir-4948,0.127090749,0,0.104791974
mir-4949,0,0,0
mir-4950,0,0,0
mir-4951,0,0,0
mir-4952,0,0,0
mir-4953,0.031214078,0,0
mir-4954,0.678361507,1.815045893,1.777499942
mir-4955,0,0,0
mir-4956,0,0,0
mir-4957,0.124527331,0.07511473,0.103512822
mir-4958,0,0,0
mir-4959,0,0,0
mir-4960,0.031214078,0,0
mir-4961,0,0,0
mir-4962,0.10034554,0,0.0326949
mir-4963,0,0,0
mir-4964,0,0,0
mir-4965,0.344931332,0.395951849,0.379639556
mir-4966,0,0,0
mir-4967,0,0,0
mir-4968,0.149661848,0,0.0653898
mir-4969,0.062428157,0,0
mir-4970,1.202694528,3.011491023,3.294155989
mir-4971,0,0,0
mir-4972,0,0,0.0326949
mir-4973,0,0,0
mir-4974,0,0,0
mir-4975,0,0.387362265,0.645036213
mir-4976,1.606208891,0.052041256,0.0326949
mir-4977,0,0,0
mir-4978,0.154459701,0,0
mir-4979,0,0,0
mir-4980,0,0.089598621,0.0326949
mir-4981,0,0.104082512,0.072097074
mir-4982,0,0,0
mir-4983,0,0,0
mir-4984,0,0,0.0326949
mir-4985,0,0,0
mir-4986,0,0,0
mir-4987,0,0,0
mir-5,0,0,0
mir-6-1,0,0,0
mir-6-2,0,0,0
mir-6-3,0,0,0
mir-7,0.43890255,0.554770893,0.46143989
mir-79,0,0,0
mir-8,0,0,0
mir-87,0,0,0
mir-927,0,0,0
mir-929,0.162773697,0,0
mir-92a,0.470411389,2.289311502,2.186838414
mir-92b,0,0.179197242,0.26112152
mir-932,0,0,0
mir-954,0.031214078,0,0.0326949
mir-955,0.033448513,0,0
mir-956,0.031214078,0,0.0326949
mir-957,0.031214078,0,0
mir-958,0,0,0
mir-959,0,0,0
mir-960,0,0,0
mir-961,0,0,0
mir-962,0,0,0
mir-963,0,0,0
mir-964,0,0,0
mir-965,0.031214078,0.07511473,0.038123022
mir-966,0.22168571,0.471066579,0.974417351
mir-967,0.098111105,0.037557365,0.318524893
mir-968,0,0,0
mir-969,0,0,0
mir-970,0,0,0
mir-971,0,0,0
mir-972,0,0,0
mir-973,0,0,0
mir-974,0,0,0
mir-975,0,0,0
mir-976,0,0,0
mir-977,0,0,0
mir-978,0.033448513,0.052041256,0.070817922
mir-979,0.131559618,0.404541433,0.1307796
mir-980,0,0,0
mir-981,0.031214078,0,0
mir-982,0,0,0.038123022
mir-983-1,0,0,0
mir-983-2,0,0.052041256,0
mir-984,0,0.07511473,0.039402174
mir-985,0,0,0
mir-986,0,0,0.039402174
mir-987,0,0,0
mir-988,0.10034554,0,0
mir-989,0,0,0
mir-990,0.346542024,0,0
mir-991,0,0,0
mir-992,0.031214078,0,0
mir-993,0,0,0
mir-994,0,0,0
mir-995,0.79116093,1.040321363,0.552379635
mir-996,0,0,0
mir-997,0,0,0
mir-998,1.156134166,0.589632981,0.313096771
mir-999,0.031214078,0,0
mir-9a,0,0,0
mir-9b,0.54998905,0.517213528,0.416171913
mir-9c,0.033448513,0.052041256,0.070817922
mir-iab-4,0,0,0
mir-iab-8,0.059864739,0,0
mira,2065.348175,3126.354646,2812.890438
mirr,34.95954318,0.693715493,0
mkg-p,0,0,0
mld,184.0417742,259.0714028,215.156811
mle,140.6564232,137.4550914,113.0867106
