Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
CG10445,15.28750981,38.17709835,40.32145305
CG10459,0.124856314,0.141639877,0
CG10462,51.84310958,102.9690429,114.3956844
CG10463,42.24516834,54.60059874,69.49736059
CG10465,93.84930293,85.82706578,74.07607018
CG10466,13.9987602,10.90964605,7.616042911
CG10467,11.66993232,21.79772988,19.42579394
CG10469,4.075466119,8.358440498,8.396293917
CG10470,39.87701396,24.61402851,22.3244212
CG10472,0.599736573,0.5606652,0.784955225
CG10474,0,0,0.076246044
CG10476,0,0,0
CG10477,0,0,0.0326949
CG10479,5.404854404,3.260412442,0.53097866
CG10481,0.098111105,0,0
CG10483,4.538267636,0.216754607,0.110220097
CG10486,0,0,0.076246044
CG10492,117.475237,92.13922188,76.53423647
CG10494,16.39557472,26.10604577,23.29990785
CG10495,9.63170723,13.16409546,13.7153375
CG10505,6.985202367,12.85285543,12.62177908
CG10508,95.18902701,92.62560335,110.5322028
CG10510,5.149164447,2.234071216,1.275690238
CG10512,277.0780949,325.4017138,244.0992919
CG10513,0.031214078,0.751651056,0.612215146
CG10514,0.061146448,0,0.0326949
CG10516,18.0286092,25.9810813,22.17370512
CG10527,10.62903691,3.468073712,2.378732677
CG10543,152.5592055,119.7007093,142.2886853
CG10550,0.158304827,0.320837119,0.33480926
CG10553,0.182157635,0.052041256,0
CG10555,374.2165985,251.3206312,193.0260421
CG10559,0,0,0.078804349
CG10560,0,0.037557365,0
CG10561,4.541613102,8.094531435,6.037304562
CG10562,0.062428157,0.216754607,0
CG10565,418.03912,577.9157934,530.111279
CG10566,21.3804793,18.44570381,19.36116923
CG10570,0,0,0
CG10576,770.60724,705.3245802,609.121964
CG10581,3.409558495,7.685103202,9.495524189
CG10584,10.64049191,13.96408499,12.11048457
CG10585,44.94621771,57.41269084,45.25136288
CG10587,0,0,0
CG10588,0.093642235,0,0
CG10589,0.193987775,0.641674237,0.714886496
CG10590,95.50219801,126.3576585,110.0848831
CG10591,0.156070392,0.052041256,0.187745293
CG10592,0.154788683,0.037557365,0.183596323
CG10597,0,0,0.038123022
CG10598,0,0,0
CG10600,167.6094656,217.066325,213.4751644
CG10602,107.9691556,108.8689248,84.13714246
CG10616,23.49650314,28.90398121,31.15376053
CG10621,0.829736279,0.919059684,0.743432426
CG10623,7.193549477,15.72439435,17.65811482
CG10625,0.453590868,0,0.149622271
CG10628,37.80958248,47.72576242,43.51925787
CG10631,110.2405837,154.9143536,160.9341039
CG10635,58.53684383,34.79998378,31.78459911
CG10638,140.0265571,256.3311014,283.2225993
CG10639,21.62755015,27.39428104,22.96649452
CG10646,17.32652889,21.51293887,20.7744733
CG10650,0.093642235,0.179197242,0.215012071
CG10651,0.062428157,0,0
CG10654,62.97501944,58.72314281,50.40350689
CG10657,1.705601705,1.095561649,3.300173249
CG10659,0,0,0
CG10660,0.51378459,0.664747712,0.514256613
CG10663,0.670807708,1.104151233,0.756409295
CG10669,14.12709887,17.84040292,13.36961281
CG10671,20.00305685,30.72660918,29.33751533
CG10672,22.31050461,22.61759386,24.43439054
CG10674,10.18289761,8.857467351,9.283381935
CG10680,0.215935131,1.54625003,0.700411241
CG10681,10.61303222,14.51616061,12.53579668
CG10688,11.89001971,12.83146973,13.56009316
CG10694,0.153506975,0.216754607,0.148343119
CG10700,0.093642235,0.089598621,0
CG10702,23.63966614,27.41297147,22.66050961
CG10710,0.755909197,0.202270716,0.541834904
CG10713,12.62643282,0.231238498,0
CG10721,20.44341092,38.53466183,34.58337584
CG10725,0,0.037557365,0.038123022
CG10730,2.816786201,5.959152177,4.94736516
CG10731,11.38167857,23.19493447,23.58382707
CG10732,87.56075857,106.8856135,99.16508184
CG10734,0.187284471,0.052041256,0.217881889
CG10737,21.22289053,48.15639985,51.99553519
CG10738,8.500763655,3.410641902,4.275339793
CG1074,28.64337664,36.75818081,32.86009794
CG10747,9.534592554,22.54247913,20.3693255
CG10748,0,0,0
CG10749,0,0,0
CG10750,0,0.052041256,0
CG10752,0.062428157,0,0
CG10754,101.9851766,84.08159333,74.08290233
CG10761,0.064662592,0,0.0326949
CG10764,0.255134223,0.283279753,0.147063966
CG1077,0.123574605,0.208165023,0.144194149
CG10777,397.7013307,110.490716,183.3748682
CG10778,21.65351287,23.13649515,23.95425163
CG10793,0.02993237,0.052041256,0.070817922
CG10795,10.63721445,11.28572345,8.979803078
CG10799,0.239458957,1.419094044,1.087321919
CG10801,0.158304827,0.141639877,0.491576485
CG10802,51.82189065,69.04872294,78.90744745
CG10803,116.8295348,75.78592364,93.54004367
CG10804,8.524265629,0.245722388,0.589223505
CG10809,55.43425891,60.55604814,57.0614838
CG10814,0,0.439403521,1.527823804
CG10822,0.031214078,0,0.0326949
CG10824,0.250665354,0.633084653,0.215012071
CG10827,0.031214078,0,0
CG10830,25.6133457,0.052041256,0
CG10834,0,0.052041256,0.0326949
CG10839,0.031214078,0,0
CG10841,1.04747463,0.404541433,0.284550841
CG10845,0.031214078,0,0.038123022
CG10853,0,0,0
CG10859,0.645207754,0.314942812,0.853526356
CG10862,0,0.3498049,0.442471052
CG10863,3.546812618,1.664816433,0.82850637
CG10864,1.923771271,1.771594221,1.819208087
CG10866,5.057256987,10.11285555,9.809310975
CG10869,0.488513619,0.462476995,0.533410797
CG10874,28.29884273,27.79073664,25.18815004
CG10877,2.513310247,4.757820246,6.006292606
CG10880,19.44564959,29.19164401,30.19235394
CG10881,0.031214078,0,0
CG10887,0.031214078,0,0
CG10889,33.58937688,41.13352559,37.20950318
CG10898,7.499905461,18.48527619,17.66916422
CG10899,0.158304827,0.089598621,0
CG1090,11.99500479,0.42491963,0.039402174
CG10903,41.5817091,36.42555508,32.8793444
CG10904,22.5672153,22.36227438,19.58233412
CG10907,24.32791811,32.97196526,33.98024092
CG10909,0,0,0
CG1091,69.13953629,109.0548473,109.7562442
CG10910,0.062428157,0.07511473,0
CG10911,0,0.84664023,0.1307796
CG10912,0,0.07511473,0.0326949
CG10914,16.00391279,20.08895803,15.97452532
CG10915,101.8796466,115.4855698,113.3773048
CG10916,17.1967065,43.76825895,50.87205003
CG10918,0.064662592,0,0
CG10919,0,0,0
CG1092,0.246491244,4.453658542,2.954137841
CG10920,0.062428157,0,0
CG10924,0.251947062,0.127155986,0.189024446
CG10927,9.230551386,13.8776854,15.22775151
CG10931,0,0,0
CG10932,8.697473154,20.10832872,17.92569909
CG10933,7.406229439,12.3812851,14.13587683
CG10934,0.031214078,0.089598621,0
CG10936,5.38062602,7.483839993,3.694631886
CG10943,0,0,0
CG10947,4.817810401,0.112672095,0.111499249
CG10948,30.1419476,15.97701855,16.27302067
CG10949,20.88803026,20.34596527,20.68859099
CG10950,0,0,0
CG10953,0,0,0
CG10958,14.62731855,17.97665224,17.90732799
CG10959,6.515085738,8.886938886,7.396478078
CG10960,207.4052767,91.65284042,56.0490782
CG10962,0.098111105,0,0.038123022
CG10969,0,0,0.148343119
CG10970,0.154459701,0,0.039402174
CG10973,49.00997777,32.894659,32.14692827
CG10979,48.62279752,75.40415421,67.2079689
CG10984,66.41126751,57.67609615,52.37084825
CG10993,0.124856314,0.283279753,0.382197861
CG10996,0.129325183,0.268795863,0.807105394
CG11000,25.01570465,17.73143361,36.07155788
CG11007,21.54258511,29.34288098,26.17370126
CG11018,0.033448513,0.104082512,0.070817922
CG11023,0.819811591,1.023142195,1.457569729
CG11029,1.480365629,1.679300323,1.541086896
CG1103,19.71736564,21.34064344,22.4133326
CG11030,143.2222182,111.4810884,105.9119444
CG11034,0.314998962,0.245722388,0.187745293
CG11035,3.296395867,7.328900242,4.964179485
CG11037,0.062428157,0,0
CG1104,45.77911772,76.0035608,74.6509858
CG11041,0,0,0
CG11043,2.717132413,4.829735946,4.045574842
CG11044,0.187284471,0,0.038123022
CG1105,29.81448238,37.42932658,37.00616433
CG11050,95.70163915,119.0329648,104.3456276
CG11052,1.47432029,2.384300677,4.151393635
CG11060,0.78669206,0.702305077,0.609783009
CG11068,0.031214078,0,0
CG11069,0.21432444,0.164713351,0.337367564
CG11070,45.93185458,43.95554202,37.40564808
CG11073,0.280926706,0.306353228,0.110220097
CG11076,86.6222736,66.24219791,58.89553784
CG11077,26.34164436,48.81762129,44.877952
CG11085,0,0,0.038123022
CG11089,36.09929507,38.38712765,30.6605342
CG1109,120.4676126,99.67124961,91.75604659
CG11095,5.426177582,12.06634229,11.82041332
CG11099,0.222967419,0,0.350782113
CG11103,10.55125053,10.73583936,9.032931314
CG11106,0,0,0
CG11107,229.2374374,233.033445,208.5384512
CG11109,17.7905441,27.06805337,23.92010083
CG11110,17.7951152,18.28789227,19.09783481
CG11112,0.249383645,0.216754607,0.181038019
CG11113,0.316609654,0.089598621,0.287109146
CG11122,223.5419676,218.6804607,194.1895397
CG11123,61.27319529,53.22883567,50.83384176
CG11125,4.717101656,14.02521958,14.34639453
CG11127,27.37945528,44.11554508,34.3785378
CG1113,0.353245328,0.089598621,0.148343119
CG11131,0.187284471,0,0
CG11134,17.00160725,22.47864926,23.90911841
CG11137,60.91616793,56.56892239,50.07717232
CG11138,200.2757947,107.4389981,127.0608076
CG11141,24.5079217,42.13679334,40.89153828
CG11145,0.311482819,0.919059684,0.48954814
CG11147,0.525807259,0.291869337,0.394770938
CG11148,367.9646183,364.9978289,362.0435982
CG11149,0.062428157,0,0
CG11151,21.37908501,25.50092139,21.93483464
CG11155,61.83349697,16.86323116,16.16879333
CG11158,7.275293564,14.32837378,14.44239249
CG11159,0.119729478,0.037557365,0.342795686
CG1116,32.18784065,62.58195433,64.368538
CG11160,3.765038258,0.037557365,0
CG11162,0.093642235,0,0.039402174
CG11164,30.1907976,32.25467254,25.97020156
CG11165,0.127090749,0.052041256,0
CG11168,14.46537306,22.39595245,18.19979827
CG11170,12.08400748,17.13540257,15.12545945
CG11178,27.60903658,30.1728458,25.84445489
CG11180,85.72960793,57.72627312,58.79418734
CG11190,78.96268973,78.00017196,67.42347654
CG11191,13.28577359,0.566559507,0
CG11192,0,0,0
CG11200,2.33142552,2.722316963,2.669679279
CG11208,95.25822315,130.1837995,123.6246258
CG11210,21.15036745,20.99403757,19.608548
CG11211,0,0.052041256,0.076246044
CG11221,8.050667079,0.037557365,0
CG11226,0.033448513,0,0
CG11227,0.062428157,0,0
CG11231,0.198456645,0,0
CG11236,0,0.297763644,0.078804349
CG1124,1.357483212,0.320837119,0.201597522
CG11241,5.56142402,6.641582809,6.794933831
CG11247,70.52775534,93.59587329,82.37387533
CG11248,25.35358184,27.77136595,20.00178745
CG11249,1.031606835,1.3321907,1.651306992
CG11251,0,0.037557365,0
CG11257,6.730657665,16.23621733,14.50157187
CG1126,0.342696897,0.231238498,0.170181775
CG11261,10.55533435,18.04637642,21.43601233
CG11262,0,0,0
CG11263,8.187431458,4.956891932,5.153700789
CG11266,343.118662,309.9641255,277.0032898
CG11267,144.9901829,88.34038672,103.4890472
CG11269,0.02993237,0.037557365,0
CG11275,2.274316727,2.363922479,1.852870626
CG11279,27.79617179,29.52006321,30.13264459
CG11284,81.35562403,154.9773525,130.9948827
CG11286,0,0.052041256,0.039402174
CG11289,0.319467832,0.442098798,1.197727362
CG1129,41.09156337,42.76448744,40.76103709
CG11291,0.130277909,0.104082512,0.142914997
CG11294,0.958732479,0.508623944,0.187745293
CG11298,0.093642235,0,0.077525197
CG11300,0.02993237,0.037557365,0
CG11306,52.62119086,61.23999003,59.08131396
CG11307,19.67642028,25.54588432,26.30876381
CG11309,13.71100611,29.1545904,27.38450637
CG11313,0.127090749,0,0.039402174
CG11317,15.01295945,0.737167165,0
CG11318,0.152225266,0,0.111499249
CG11319,6.128075285,0.320837119,0.108940944
CG11320,0.864466501,0.456582688,0.108940944
CG11321,0.430588554,0.052041256,0.417762578
CG11322,0.031214078,0.052041256,0
CG11327,0.031214078,0,0
CG11329,20.6671266,27.35032561,26.35386392
CG11333,0.031214078,0,0.0326949
CG11334,65.12508921,110.2681444,100.8632895
CG11337,57.57158205,59.95412279,52.06277502
CG11340,0,0.156123767,0.0326949
CG11342,5.958632071,11.60925585,11.22236192
CG11345,0,0,0
CG11349,0.682206634,0,0
CG11350,0.062428157,0,0
CG11353,0.158304827,0.187786826,0
CG11356,0,0,0
CG11357,129.1895874,133.9246991,101.9511079
CG1136,0.031214078,0.104082512,0.072097074
CG11360,318.6085849,237.5381591,306.8125714
CG11362,0.152225266,0,0.039402174
CG11367,11.68200158,8.433051474,6.746291368
CG11368,0,0,0
CG11369,0.093642235,0,0
CG1137,0.193987775,0,0.039402174
CG11370,0.403219602,0.179197242,0.038123022
CG11373,0.031214078,0,0
CG11374,1.680467188,0.352500177,0.849065873
CG11377,82.64057309,62.60351654,53.93692045
CG11378,0.249383645,0.260206279,0.783676073
CG11379,0,0.141639877,0.208304797
CG1138,0,0,0
CG11380,0.160539262,0.179197242,0.148343119
CG11381,0.225201854,0.268795863,0.529387995
CG11382,0.769247796,2.74269516,2.732636942
CG11384,0,0.037557365,0.103512822
CG11388,22.51960042,16.90416407,15.25564131
CG1139,0.517300734,0,0.0326949
CG11391,0,0.052041256,0
CG11395,0.094594961,2.887534067,1.145878278
CG11396,8.712955892,9.968016644,9.449077937
CG11398,10.55030974,20.41838473,15.59133453
CG11399,116.8182448,126.1954639,90.93784172
CG11400,0.031214078,0.48555047,0.451736631
CG11403,74.23940917,86.79952724,82.54216875
CG11404,0.031214078,0.052041256,0.108940944
CG11406,3.435577729,5.011124712,5.244766702
CG11407,0,0,0
CG11409,2.336552356,2.054873974,1.970421023
CG11412,92.80692222,105.5987387,95.62416151
CG11413,0.288582737,0.404541433,0.185186989
CG11414,86.70212417,162.3082677,176.0693055
CG11417,122.741226,142.7410828,132.281039
CG11418,40.82965696,50.5725401,48.17270494
CG1142,97.49488216,82.88245292,90.02453072
CG11423,0.509939464,0.3498049,0.691457175
CG11425,0.278987032,0.268795863,0.039402174
CG11426,19.65265935,4.768601354,4.612429733
CG1143,1.35587252,1.904644514,2.150432224
CG11436,36.2520328,40.93175863,36.57112366
CG11437,0.059864739,0,0
CG11438,0.219122292,0.037557365,0.111499249
CG11444,84.11242141,46.53420409,45.93562401
CG11447,18.69181652,19.18926903,15.48344569
CG11448,53.93756909,73.98455642,65.12922136
CG11449,0.18439207,0,0
CG11453,0.031214078,0,0.070817922
CG11454,23.44186746,51.38650976,52.2214533
CG11455,56.88653533,45.58078607,41.95551534
CG11456,17.42084102,31.4439019,29.52651448
CG11458,0,0,0
CG11459,0.031214078,0.216754607,0.0326949
CG1146,7.449161073,2.44543527,2.700253555
CG11470,0.153177992,0.112672095,0.149622271
CG11474,29.8427694,46.76695385,49.42746577
CG11475,1.322424007,3.150435623,4.906649945
CG11486,234.3897312,129.5440629,206.3084276
CG11498,0.066897027,0,0.0326949
CG11504,90.81266029,87.63387511,76.33417932
CG11505,269.4449662,151.0783875,202.9853208
CG11509,7.075896128,2.569895979,3.453077727
CG11523,32.85732006,27.97751596,23.68075878
CG11526,111.3492942,111.9873443,104.6932954
CG11529,0.062428157,0,0.0326949
CG11534,7.496764458,6.814885744,6.994124506
CG11537,74.73300303,71.99081703,61.13302958
CG11539,5.587613495,7.953395312,7.511377104
CG11550,0.213371714,0.104082512,0
CG11555,39.15668548,31.50133371,26.61592779
CG11560,21.27759421,26.76860195,27.56207683
CG11562,20.37278091,36.57679205,39.45645552
CG11563,58.23752057,42.53931976,36.81685366
CG11566,0,0,0
CG11570,0,0.052041256,0
CG11576,12.457782,24.61503602,28.20493324
CG11577,30.28382846,34.07931552,29.8449385
CG11581,0.031214078,0.052041256,0
CG11583,92.45978119,82.23959467,77.99178822
CG11584,0,0,0
CG11585,0.031214078,0,0
CG11586,34.2716173,39.49447791,38.76653062
CG11588,0.062428157,0,0
CG11590,44.6001972,45.5110619,40.11948512
CG11593,34.3694118,46.04578184,41.94332937
CG11594,2.987215928,8.314988826,6.884838948
CG11596,92.16065907,101.8662522,92.84214853
CG11597,10.39029199,10.83183604,6.565480393
CG11598,0.41343905,0.07511473,0.555249453
CG11600,0.281550449,0.052041256,0.110220097
CG11601,22.12639536,42.01014111,39.67091234
CG11608,0.19175334,0,0.038123022
CG1161,59.08178027,63.85469821,52.25881123
CG11617,2.072775153,1.494208774,1.073655036
CG11619,1.191522354,0.491444777,1.032224516
CG11626,0.532839546,0.762935916,0.641198756
CG11629,0,0,0
CG11630,0.129325183,0,0.0653898
CG11634,0.031214078,0.052041256,0.0326949
CG11635,0.031214078,0.052041256,0.0326949
CG11638,15.27074739,0.803692312,1.310691109
CG11652,89.90544215,73.01144046,59.83810334
CG11655,4.257397004,9.733579116,9.25050169
CG11656,0.97496348,0.404541433,0.368783312
CG11658,9.598075669,20.4832221,30.33791171
CG11659,0,0,0
CG11663,0,0,0.0326949
CG11664,0.033448513,0,0.110220097
CG11665,76.79122387,89.77378814,80.35391147
CG11666,0.031214078,0,0
CG11668,0.593362251,0,0.070817922
CG11670,1.407230735,0,0
CG11671,0,0.864323151,0.580799398
CG11672,0,0,0
CG11674,4.568085402,6.993579233,7.536051689
CG11679,14.89253533,22.04733157,18.87175586
CG11686,0.256415932,0.216754607,0.325232168
CG11693,0.093642235,0.07511473,0.0326949
CG11694,0.031214078,0,0
CG11695,21.99094648,51.69706953,57.11831473
CG11696,44.10054606,74.78353844,66.55225348
CG11697,32.50585654,49.87005851,50.61584309
CG11698,0,0,0
CG11699,65.16486589,84.80848314,95.95090876
CG11700,5.995981784,3.982591963,5.312184847
CG11703,0,0.089598621,0
CG11710,40.31092902,55.09592281,65.11439397
CG11714,0.093313253,0.156123767,0.233854742
CG1172,46.09636348,44.6014228,44.37418875
CG11722,13.57375198,15.9814016,15.63100573
CG11723,31.37223696,46.05437142,45.44172644
CG11726,0.093642235,0,0.0326949
CG11737,30.93304008,50.30795077,46.84121059
CG11739,7.118089852,3.109679228,1.147468943
CG11741,0,0.052041256,0.038123022
CG11752,37.70328146,30.16055343,25.12537615
CG11753,16.74555251,26.03682534,25.28545166
CG11755,6.400380864,9.000114735,8.939374085
CG11756,3.036895006,9.386973247,12.70123175
CG11760,0.215606149,0.546181309,0.0980847
CG11762,0.373581993,0.462476995,0.366225007
CG11768,0,0,0
CG11771,87.54131725,116.4011032,112.3249668
CG11777,25.44462644,25.72727308,19.57024042
CG11779,57.64062322,71.94046355,71.4363226
CG11781,25.32041615,15.53660753,15.73810367
CG11786,0.254181497,0.112672095,0.115648219
CG11788,35.28171791,52.62859809,45.75438474
CG11790,97.75337466,155.2574332,154.793596
CG11791,52.75829616,72.27409679,66.96030391
CG11796,14.90301575,21.85836072,18.86105967
CG11802,22.27542355,25.93594186,23.47956505
CG11807,14.35737148,19.11566556,16.65728076
CG11808,24.96122728,28.35089809,24.21285733
CG11811,63.70481507,69.59271273,56.06909914
CG11815,0,0,0.039402174
CG11816,0.031214078,0,0.0326949
CG11825,2.820926088,8.599956349,13.15061262
CG11828,0.49012431,0.089598621,0.108940944
CG11835,3.571742671,0.739862442,0.729706365
CG11836,2.00354146,2.563497919,2.764238035
CG11837,38.81412548,31.03465018,25.62721974
CG11839,20.34698886,23.05649362,19.71164922
CG11841,0.031214078,0.3498049,0.0653898
CG11842,0.278034306,0.343910593,0.246427819
CG11843,0.960343171,1.083773035,1.502273859
CG11851,26.75915573,36.45283509,25.74281895
CG11852,0.122292896,0.268795863,0.744273898
CG11854,1.264793702,0.193681133,0.155050393
CG11857,136.1102291,103.8059095,93.17049583
CG11858,50.15741991,35.39770259,34.49373975
CG11864,0,0,0
CG11865,0,0,0
CG11873,332.7508449,425.0091554,430.6499013
CG11876,117.3221467,108.1664432,94.53013153
CG11878,0.093642235,0.453887412,0.287109146
CG11880,22.50339372,26.55774165,27.12195345
CG11882,34.93831891,46.47526102,34.22650947
CG11883,31.37301901,75.15875907,66.20304612
CG11885,20.0972321,23.62305313,23.16247156
CG11889,0,0,0
CG11891,0,0,0
CG11892,0,0.104082512,0.136207722
CG11893,0.441136985,2.904713235,2.011666197
CG11897,14.54732204,43.28371599,63.92089926
CG11898,1.294102329,0.052041256,0.440880386
CG11899,3.324832148,3.251319105,2.449239086
CG11902,23.30419406,33.47031185,29.17000054
CG11905,0.093642235,0,0.114369066
CG11906,25.5101519,34.67484281,29.18970998
CG11911,0.09587667,0.127155986,0
CG11912,0.192706066,0.037557365,0.0326949
CG11913,0,0,0.223310011
CG11920,45.26496905,62.12756317,63.0196892
CG11927,27.7697803,38.40581808,38.37665706
CG11929,0.121011187,0.312247535,0.646500711
CG11951,0.380943263,0.552075616,0.411055304
CG11961,119.0470754,236.2721187,214.4802564
CG11964,90.30100746,94.35747446,78.54906601
CG11966,0.218498549,0.052041256,0.187745293
CG11970,126.0470252,131.6675544,116.9220037
CG11975,24.92834688,40.13935118,37.56515896
CG11977,0.062428157,0,0.038123022
CG11980,51.03008913,44.12363091,35.5445632
CG11982,73.97807948,140.4593534,152.8695511
CG11983,7.080036015,9.947638447,8.667767013
CG11984,157.3856214,221.1095736,220.2379751
CG11985,35.44078207,25.60550765,21.36513523
CG11986,29.36701636,36.1400838,33.14496029
CG11997,0.605816134,0.283279753,0.283271689
CG11999,55.71056749,48.35783957,46.05888954
CG12003,3.280754823,4.559932577,2.755662471
CG12004,53.93597121,67.40040542,67.00891249
CG12006,129.0158783,103.9734947,71.86378113
CG12007,22.7714349,25.26749137,20.90438614
CG12009,0.062428157,0.112672095,0
CG12010,18.45388787,45.65522054,44.99919542
CG12011,0.09587667,0.052041256,0
CG12012,17.45938215,27.80892332,26.38381517
CG12014,2.888878072,1.06069956,1.240966993
CG12016,0.189518906,0.239828081,0.0980847
CG12017,0,0,0.039402174
CG12018,61.10518964,87.63843466,70.74851832
CG12020,0.156070392,0,0.155050393
CG12024,17.70260831,16.76572322,12.29062272
CG12025,78.79504025,77.82601226,67.76710639
CG12027,0,0,0.038123022
CG12034,43.85507599,46.71171357,34.843622
CG12035,0.098111105,0.127155986,0.329381138
CG12038,9.674252225,0.739862442,0.364634342
CG12042,35.45795718,59.4042387,63.72562241
CG12050,98.98409987,96.93124973,91.93731086
CG12054,103.4940875,121.6213489,118.118547
CG12056,3.189778237,5.040092493,5.217188411
CG12057,0.063380883,0.216754607,0.19573172
CG12061,0,0,0
CG12065,39.3442548,59.17181618,48.00689839
CG12069,0.031214078,0,0
CG12071,34.6491842,2.898818928,2.129746553
CG12075,5.683682694,5.771869105,3.076711781
CG12078,0,0,0
CG1208,0.826549118,1.739931163,0.577088109
CG12081,52.70330965,81.53728959,84.45623227
CG12082,107.5747077,72.43090082,65.61274472
CG12084,85.72190863,147.7174961,149.5420206
CG12090,102.1239084,200.942276,209.9769947
CG12091,115.4981339,134.3186359,120.6378531
CG12093,17.21720147,26.30191842,18.28059707
CG12096,37.59689145,40.09909854,40.07903084
CG12099,156.9847967,121.9339753,112.5307128
CG12104,30.03600935,28.06862584,21.95486419
CG12105,1.320223795,0.216754607,0.534689949
CG12106,29.24219471,39.16605872,37.74777904
CG12107,38.45035559,27.51992577,23.70481113
CG12111,0.062428157,0.037557365,0.038123022
